tenant_name,tenant_load,tenant_util,default_load_pct,pct_of_svc_spiking,lb_type
MS_19349,2665.0,2665.0000000000014,50.0,3,global
MS_26871,510.0,510.00000000000045,50.0,3,global
MS_69952,5.0,5.0,50.0,3,global
MS_49026,10.0,10.0,50.0,3,global
MS_54461,2405.0,2404.9999999999964,50.0,3,global
MS_46205,1000.0,1000.0000000000002,50.0,3,global
MS_55436,2520.0,2519.9999999999986,50.0,3,global
MS_26188,1010.0,1010.0,50.0,3,global
MS_40273,1320.0,1319.9999999999995,50.0,3,global
MS_42799,25.0,25.0,50.0,3,global
MS_64095,800.0,799.9999999999995,50.0,3,global
MS_64827,980.0,980.0000000000001,50.0,3,global
MS_11345,640.0,639.9999999999998,50.0,3,global
MS_9968,300.0,300.00000000000006,50.0,3,global
MS_40650,850.0,850.0,50.0,3,global
MS_70563,55.0,55.0,50.0,3,global
MS_48425,655.0,655.0000000000002,50.0,3,global
MS_38397,10.0,10.0,50.0,3,global
MS_49310,200.0,200.0,50.0,3,global
MS_33942,600.0,600.0000000000001,50.0,3,global
MS_63360,6945.0,6945.000000056408,50.0,3,global
MS_25920,185.0,185.0,50.0,3,global
MS_120,30.0,30.0,50.0,3,global
MS_54044,3980000.0,45902.878419907975,50.0,3,global
MS_32693,1245.0,1245.0000000000005,50.0,3,global
MS_24878,2595.0,2595.0000000000027,50.0,3,global
MS_24756,210.0,210.00000000000009,50.0,3,global
MS_31516,2400.0,2399.9999999999973,50.0,3,global
MS_36925,2640000.0,30448.100805061524,50.0,3,global
MS_51982,2040.0,2040.0000000000007,50.0,3,global
MS_14401,40.0,39.999999999999986,50.0,3,global
MS_54653,2500.0,2500.0000000000045,50.0,3,global
MS_12273,1245.0,1245.0000000000005,50.0,3,global
MS_64394,2500.0,2499.999999999997,50.0,3,global
MS_7689,10.0,10.0,50.0,3,global
MS_31865,1295.0,1295.0000000000002,50.0,3,global
MS_48725,185.0,185.00000000000006,50.0,3,global
MS_3519,1350.0,1349.999999999999,50.0,3,global
MS_34482,690.0,689.9999999999995,50.0,3,global
MS_45196,1015.0,1015.0000000000001,50.0,3,global
MS_16352,10.0,10.0,50.0,3,global
MS_68841,695.0,694.9999999999995,50.0,3,global
MS_26449,920.0,919.9999999999997,50.0,3,global
MS_15353,910.0,910.0000000000003,50.0,3,global
MS_70216,520.0,519.9999999999999,50.0,3,global
MS_57157,4715.0,4714.999999999998,50.0,3,global
MS_51866,100.0,100.00000000000001,50.0,3,global
MS_10984,60.0,60.0,50.0,3,global
MS_28526,440.0,440.0,50.0,3,global
MS_59433,4800.0,4800.000000069912,50.0,3,global
MS_19373,5.0,5.0,50.0,3,global
MS_22497,285.0,285.00000000000006,50.0,3,global
MS_34310,75.0,75.0,50.0,3,global
MS_6329,135.0,135.0,50.0,3,global
MS_55740,250.0,250.0,50.0,3,global
MS_38466,2535.0,2535.0000000000027,50.0,3,global
MS_33965,20.0,20.000000000000004,50.0,3,global
MS_57382,3160.0,3160.000000004475,50.0,3,global
MS_3098,345.0,345.0,50.0,3,global
MS_5519,1175.0,1174.9999999999998,50.0,3,global
MS_71978,55.0,55.0,50.0,3,global
MS_7124,2350.0,2350.0000000000036,50.0,3,global
MS_4393,600.0,600.0,50.0,3,global
MS_37746,90.0,89.99999999999999,50.0,3,global
MS_35590,40.0,40.00000000000001,50.0,3,global
MS_64462,2470.0,2469.999999962232,50.0,3,global
MS_13852,240.0,239.99999999999997,50.0,3,global
MS_1927,975.0,975.0,50.0,3,global
MS_24930,2090.0,2090.0000000000005,50.0,3,global
MS_42222,9260.0,9260.0,50.0,3,global
MS_21116,105.0,104.99999999999997,50.0,3,global
MS_35346,200.0,199.99999999999994,50.0,3,global
MS_10077,1905.0,1905.0000000000018,50.0,3,global
MS_45165,40.0,39.99999999999999,50.0,3,global
MS_8458,6690000.0,98457.78327337884,50.0,3,global
MS_73051,420.0,420.0,50.0,3,global
MS_39226,365.0,364.99999999999994,50.0,3,global
MS_52805,3000.0,3000.000000020138,50.0,3,global
MS_1368,150.0,149.99999999999997,50.0,3,global
MS_49499,3630.0,3630.000000000002,50.0,3,global
MS_7129,2140000.0,31494.716902698532,50.0,3,global
MS_40223,10.0,10.0,50.0,3,global
MS_18596,500.0,500.0,50.0,3,global
MS_67220,500.0,500.0000000467517,50.0,3,global
MS_50812,800.0,800.0000000000001,50.0,3,global
MS_12196,20.0,20.0,50.0,3,global
MS_3474,20.0,20.0,50.0,3,global
MS_34325,1715.0,1715.0000000000005,50.0,3,global
MS_49506,360000.0,5298.1766650319605,50.0,3,global
MS_512,295.0,295.0000000000001,50.0,3,global
MS_22304,400.0,399.9999999999999,50.0,3,global
MS_48683,30.0,30.0,50.0,3,global
MS_279,1745.0,1744.9999999999995,50.0,3,global
MS_70266,410.0,409.99999999999994,50.0,3,global
MS_46018,850.0,850.0000000000002,50.0,3,global
MS_20937,30.0,30.0,50.0,3,global
MS_22649,10.0,10.0,50.0,3,global
MS_14312,200.0,199.99999999999994,50.0,3,global
MS_38619,75.0,75.00000000000001,50.0,3,global
MS_72194,115.0,114.99999999999997,50.0,3,global
MS_19504,560.0,560.0000000000001,50.0,3,global
MS_20769,100.0,100.0,50.0,3,global
MS_38039,200.0,199.99999999999994,50.0,3,global
MS_56539,70.0,70.0,50.0,3,global
MS_66621,10.0,10.0,50.0,3,global
MS_44887,75.0,75.00000000000003,50.0,3,global
MS_61187,1745.0,1745.0000000000005,50.0,3,global
MS_37706,65.0,65.00000000000001,50.0,3,global
MS_69181,150.0,150.00000000000003,50.0,3,global
MS_23400,1500.0,1500.0,50.0,3,global
MS_67421,665.0,665.0,50.0,3,global
MS_69365,2300.0,2299.999999999998,50.0,3,global
MS_41311,430.0,429.9999999999998,50.0,3,global
MS_40363,995.0,994.9999999999998,50.0,3,global
MS_968,200.0,199.9999999999999,50.0,3,global
MS_40939,3085.0,3085.000000000003,50.0,3,global
MS_44771,40.0,40.00000000000001,50.0,3,global
MS_61243,2750.0,2749.999999999998,50.0,3,global
MS_28773,245.0,244.99999999999997,50.0,3,global
MS_25952,300.0,300.0,50.0,3,global
MS_19988,8320.0,8320.000000000016,50.0,3,global
MS_24042,350.0,349.99999999999994,50.0,3,global
MS_60376,1470.0,1470.0000000000005,50.0,3,global
MS_70053,7095.0,7095.000000017747,50.0,3,global
MS_53259,300000.0,4415.147217476886,50.0,3,global
MS_47422,3000.0,2999.9999999999964,50.0,3,global
MS_15122,695.0,695.0,50.0,3,global
MS_68948,6500.0,6500.000000000005,50.0,3,global
MS_8972,380.0,380.00000000000006,50.0,3,global
MS_52739,25.0,25.0,50.0,3,global
MS_44287,10.0,10.0,50.0,3,global
MS_51331,250.0,250.0,50.0,3,global
MS_60308,40.0,40.00000000000001,50.0,3,global
MS_34800,10.0,10.0,50.0,3,global
MS_3699,20.0,20.0,50.0,3,global
MS_56932,1815.0,1814.9999999999995,50.0,3,global
MS_72534,135.0,134.99999999999991,50.0,3,global
MS_44319,4500.0,4500.000000000001,50.0,3,global
MS_51691,570.0,570.0,50.0,3,global
MS_49660,50.0,50.0,50.0,3,global
MS_14545,880.0,880.0000000000009,50.0,3,global
MS_22904,40.0,40.0,50.0,3,global
MS_61679,25.0,25.0,50.0,3,global
MS_25225,130.0,130.0,50.0,3,global
MS_1683,50.0,50.0,50.0,3,global
MS_45707,60.0,60.0,50.0,3,global
MS_48216,2300.0,2300.0000000000005,50.0,3,global
MS_33800,1845.0,1844.9999999999998,50.0,3,global
MS_48218,25.0,25.0,50.0,3,global
MS_16111,30.0,30.0,50.0,3,global
MS_36756,60.0,60.0,50.0,3,global
MS_63525,2490.0,2490.0000000000045,50.0,3,global
MS_21545,100000.0,1646.153845024979,50.0,3,global
MS_40034,2595.0,2595.0,50.0,3,global
MS_56104,30.0,30.0,50.0,3,global
MS_57025,4620.0,4620.000000000005,50.0,3,global
MS_38464,7110.0,7109.999999999996,50.0,3,global
MS_58377,165.0,165.00000000000009,50.0,3,global
MS_10666,50.0,50.0,50.0,3,global
MS_35751,800.0,800.0000000000002,50.0,3,global
MS_7412,320.0,320.0000000000001,50.0,3,global
MS_68681,600.0,599.9999999999998,50.0,3,global
MS_69102,260.0,260.0,50.0,3,global
MS_21953,215.0,214.99999999999997,50.0,3,global
MS_33832,520.0,520.0,50.0,3,global
MS_40803,400.0,400.0000000000001,50.0,3,global
MS_9936,15.0,15.0,50.0,3,global
MS_34204,290.0,290.0000000000001,50.0,3,global
MS_12652,2155.0,2154.9999999999973,50.0,3,global
MS_47430,140000.0,2060.4019811349845,50.0,3,global
MS_44273,890.0,889.9999999999994,50.0,3,global
MS_10042,60.0,60.00000000000001,50.0,3,global
MS_61926,150.0,149.99999999999997,50.0,3,global
MS_19280,140.0,139.99999999999994,50.0,3,global
MS_34079,325.0,324.9999999999999,50.0,3,global
MS_34166,2885.0,2884.9999999999986,50.0,3,global
MS_30185,5.0,5.0,50.0,3,global
MS_68462,135.0,135.0,50.0,3,global
MS_27927,1780.0,1779.9999999999989,50.0,3,global
MS_45583,20.0,20.0,50.0,3,global
MS_49151,460.0,459.99999999999994,50.0,3,global
MS_8838,95.0,95.0,50.0,3,global
MS_61584,45.0,45.000000000000014,50.0,3,global
MS_2542,495.0,494.99999999999983,50.0,3,global
MS_25179,30.0,30.0,50.0,3,global
MS_33618,200.0,199.99999999999997,50.0,3,global
MS_60117,60.0,59.99999999999999,50.0,3,global
MS_21482,875.0,874.9999999999998,50.0,3,global
MS_34865,20.0,20.0,50.0,3,global
MS_49742,2490.0,2490.000000000002,50.0,3,global
MS_5534,20.0,19.999999999999996,50.0,3,global
MS_34735,2000.0,2000.0000000000007,50.0,3,global
MS_37869,75.0,75.00000000000001,50.0,3,global
MS_50521,70.0,70.0,50.0,3,global
MS_15849,3460000.0,50921.36530913051,50.0,3,global
MS_40663,1500000.0,17300.05762533144,50.0,3,global
MS_40406,255.0,255.0,50.0,3,global
MS_29681,10.0,10.0,50.0,3,global
MS_491,7475.0,7474.999999982087,50.0,3,global
MS_18647,3090.0,3089.9999999999973,50.0,3,global
MS_37555,1300.0,1300.0000000000007,50.0,3,global
MS_68082,1685.0,1685.0,50.0,3,global
MS_40898,10.0,10.0,50.0,3,global
MS_31605,20.0,19.999999999999996,50.0,3,global
MS_9235,80.0,79.99999999999997,50.0,3,global
MS_1439,5660.0,5660.000000000006,50.0,3,global
MS_69665,1600.0,1599.9999999999973,50.0,3,global
MS_63310,200.0,200.00000000000009,50.0,3,global
MS_28739,1325.0,1325.0000000000007,50.0,3,global
MS_24839,350.0,349.99999999999994,50.0,3,global
MS_17148,670.0,669.9999999999995,50.0,3,global
MS_4167,300.0,300.00000000000006,50.0,3,global
MS_55941,1235.0,1235.0000000000007,50.0,3,global
MS_61353,245.0,245.0,50.0,3,global
MS_34433,3160.0,3159.9999999999964,50.0,3,global
MS_72412,310.0,310.0,50.0,3,global
MS_4569,265.0,265.0000000000001,50.0,3,global
MS_44764,70.0,70.0,50.0,3,global
MS_38858,265.0,265.00000000000006,50.0,3,global
MS_48534,7915.0,7915.000000000037,50.0,3,global
MS_70797,1440.0,1439.9999999999977,50.0,3,global
MS_51399,405.0,405.00000000000017,50.0,3,global
MS_54098,50.0,50.00000000000001,50.0,3,global
MS_58024,500.0,500.0000000000002,50.0,3,global
MS_55887,10.0,10.0,50.0,3,global
MS_25395,75.0,74.99999999999999,50.0,3,global
MS_13403,1035.0,1034.9999999999998,50.0,3,global
MS_12276,410.0,409.99999999999994,50.0,3,global
MS_45658,330.0,330.0,50.0,3,global
MS_69097,250.0,250.0000000000001,50.0,3,global
MS_1769,30.0,30.000000000000004,50.0,3,global
MS_67213,20.0,20.0,50.0,3,global
MS_29860,7995.0,7994.999999953978,50.0,3,global
MS_17409,3690.0,3690.000000000001,50.0,3,global
MS_65718,95.0,94.99999999999997,50.0,3,global
MS_59647,20.0,20.0,50.0,3,global
MS_15178,580.0,579.9999999999998,50.0,3,global
MS_2591,230.0,229.99999999999997,50.0,3,global
MS_52160,500.0,500.0000000000002,50.0,3,global
MS_2459,120.0,120.0,50.0,3,global
MS_10389,575.0,575.0,50.0,3,global
MS_3285,4155.0,4155.000000000002,50.0,3,global
MS_20021,105.0,104.99999999999999,50.0,3,global
MS_18551,85.0,84.99999999999999,50.0,3,global
MS_61897,10.0,10.0,50.0,3,global
MS_5658,450.0,449.99999999999994,50.0,3,global
MS_21451,1315.0,1315.0000000000016,50.0,3,global
MS_19807,95.0,95.00000000000003,50.0,3,global
MS_59098,980.0,979.9999999999992,50.0,3,global
MS_46163,2190.0,2189.999999999999,50.0,3,global
MS_51433,25.0,25.0,50.0,3,global
MS_41029,10.0,10.0,50.0,3,global
MS_4433,400.0,399.9999999999997,50.0,3,global
MS_29331,150.0,150.0,50.0,3,global
MS_55377,40.0,39.99999999999999,50.0,3,global
MS_70708,30.0,30.000000000000004,50.0,3,global
MS_59660,150.0,150.0,50.0,3,global
MS_35395,4655.0,4654.999999999995,50.0,3,global
MS_23692,10.0,10.0,50.0,3,global
MS_54560,135.0,134.99999999999997,50.0,3,global
MS_60317,50.0,49.999999999999986,50.0,3,global
MS_37475,845.0,845.0000000000007,50.0,3,global
MS_2024,4695.0,4695.000000000001,50.0,3,global
MS_63083,5.0,5.0,50.0,3,global
MS_20148,360.0,360.0,50.0,3,global
MS_71905,340.0,340.0000000000001,50.0,3,global
MS_35354,180.0,180.00000000000006,50.0,3,global
MS_8651,145.0,145.0,50.0,3,global
MS_15376,595.0,594.9999999999999,50.0,3,global
MS_39522,1070.0,1069.9999999999998,50.0,3,global
MS_30454,1370.0,1369.9999999999998,50.0,3,global
MS_42673,10.0,10.0,50.0,3,global
MS_46695,20.0,19.999999999999996,50.0,3,global
MS_7740,1400.0,1400.0000000000002,50.0,3,global
MS_28058,20.0,20.0,50.0,3,global
MS_7821,20.0,20.0,50.0,3,global
MS_56518,115.0,114.99999999999997,50.0,3,global
MS_4007,300.0,300.0,50.0,3,global
MS_65865,820.0,820.0000000000005,50.0,3,global
MS_49840,6390000.0,73698.24672116483,50.0,3,global
MS_5108,430.0,430.00000000000006,50.0,3,global
MS_70785,1130.0,1130.0000000000002,50.0,3,global
MS_26151,570.0,570.0000000000001,50.0,3,global
MS_21422,600.0,599.9999999999997,50.0,3,global
MS_17153,350.0,350.00000000000017,50.0,3,global
MS_44314,40.0,40.0,50.0,3,global
MS_64746,300.0,299.99999999999994,50.0,3,global
MS_59191,535.0,534.9999999999997,50.0,3,global
MS_20407,20.0,19.999999999999996,50.0,3,global
MS_12467,600.0,600.0000000000001,50.0,3,global
MS_31116,205.0,205.00000000000003,50.0,3,global
MS_6841,670.0,670.0000000000003,50.0,3,global
MS_17548,40.0,40.0,50.0,3,global
MS_49117,5325.0,5324.999999999995,50.0,3,global
MS_53957,300.0,299.99999999999994,50.0,3,global
MS_54577,640.0,640.0000000000005,50.0,3,global
MS_48775,60.0,60.0,50.0,3,global
MS_21807,450.0,450.00000000000006,50.0,3,global
MS_52199,2800.0,2800.000000000004,50.0,3,global
MS_70099,550.0,549.9999999999999,50.0,3,global
MS_7420,50.0,50.00000000000001,50.0,3,global
MS_3801,410.0,409.9999999999997,50.0,3,global
MS_31596,10.0,10.0,50.0,3,global
MS_6274,600.0,599.9999999999997,50.0,3,global
MS_28044,500.0,499.99999999999994,50.0,3,global
MS_24846,2050.0,2049.999999999997,50.0,3,global
MS_51201,690.0,689.9999999999997,50.0,3,global
MS_36406,1000.0,999.9999999999999,50.0,3,global
MS_35975,1865.0,1864.9999999999995,50.0,3,global
MS_60596,210.0,209.99999999999994,50.0,3,global
MS_34519,1360.0,1360.0000000966693,50.0,3,global
MS_26263,490.0,490.00000000000006,50.0,3,global
MS_19528,1310.0,1309.999999999999,50.0,3,global
MS_23546,75.0,75.0,50.0,3,global
MS_18847,30.0,30.0,50.0,3,global
MS_59947,70.0,70.0,50.0,3,global
MS_59299,40.0,39.99999999999999,50.0,3,global
MS_4151,20.0,20.0,50.0,3,global
MS_54670,10.0,10.0,50.0,3,global
MS_14460,50.0,50.0,50.0,3,global
MS_61941,355.0,355.00000000000006,50.0,3,global
MS_21011,50.0,49.99999999999999,50.0,3,global
MS_69251,1200000.0,17660.588777065885,50.0,3,global
MS_15762,840.0,840.0000000000006,50.0,3,global
MS_36131,1200.0,1200.0000000000007,50.0,3,global
MS_61293,30.0,29.999999999999996,50.0,3,global
MS_8105,970.0,969.9999999999998,50.0,3,global
MS_69836,995.0,994.9999999404404,50.0,3,global
MS_45440,750.0,749.9999999999994,50.0,3,global
MS_6346,3085.0,3084.9999999999986,50.0,3,global
MS_69359,1960.0,1960.0000000000014,50.0,3,global
MS_23182,400.0,400.0000000000002,50.0,3,global
MS_32852,435.0,435.0000000000001,50.0,3,global
MS_3266,740.0,740.0000000000006,50.0,3,global
MS_66564,90.0,90.00000000000001,50.0,3,global
MS_14603,30.0,30.0,50.0,3,global
MS_35024,55.0,55.00000000000001,50.0,3,global
MS_17067,75.0,75.00000000000001,50.0,3,global
MS_29199,250.0,249.99999999999997,50.0,3,global
MS_49385,740.0,740.0,50.0,3,global
MS_51697,400.0,400.00000000000006,50.0,3,global
MS_50593,150.0,150.0,50.0,3,global
MS_36684,20.0,20.0,50.0,3,global
MS_5142,280.0,280.0,50.0,3,global
MS_52481,1600.0,1599.9999999999998,50.0,3,global
MS_2970,1510.0,1509.99999992404,50.0,3,global
MS_45705,1470.0,1469.9999999999986,50.0,3,global
MS_61242,1340.0,1339.9999999999993,50.0,3,global
MS_58869,1945.0,1945.0000000000011,50.0,3,global
MS_60577,360.0,360.0000000000001,50.0,3,global
MS_62945,80.0,79.99999999999999,50.0,3,global
MS_1760,1645.0,1644.9999999999995,50.0,3,global
MS_42500,120.0,120.0,50.0,3,global
MS_70685,1420.0,1420.0000000000023,50.0,3,global
MS_59136,10.0,10.0,50.0,3,global
MS_36768,15.0,15.0,50.0,3,global
MS_48828,100.0,99.99999999999999,50.0,3,global
MS_57131,320.0,319.99999999999994,50.0,3,global
MS_72581,60000.0,692.0023501809045,50.0,3,global
MS_50283,2680.0,2680.000000000002,50.0,3,global
MS_34236,1180.0,1180.0000000000005,50.0,3,global
MS_2390,430.0,430.0,50.0,3,global
MS_1816,25.0,25.0,50.0,3,global
MS_70704,75.0,75.0,50.0,3,global
MS_9377,300.0,300.00000000000006,50.0,3,global
MS_24223,80.0,80.0,50.0,3,global
MS_35706,140.0,140.0,50.0,3,global
MS_63580,120.0,120.00000000000001,50.0,3,global
MS_42814,30.0,29.999999999999993,50.0,3,global
MS_11945,1450.0,1450.0000000000005,50.0,3,global
MS_38226,250.0,249.99999999999991,50.0,3,global
MS_31285,4165.0,4164.999999999996,50.0,3,global
MS_68132,1400.0,1399.9999999999998,50.0,3,global
MS_54344,300.0,300.0,50.0,3,global
MS_42940,10.0,10.0,50.0,3,global
MS_68455,120.0,120.00000000000003,50.0,3,global
MS_50600,35.0,35.0,50.0,3,global
MS_34117,1500.0,1499.999999999999,50.0,3,global
MS_29000,80.0,79.99999999999999,50.0,3,global
MS_40729,50.0,50.00000000000001,50.0,3,global
MS_64129,10.0,10.0,50.0,3,global
MS_21525,1345.0,1344.9999999999993,50.0,3,global
MS_30946,100.0,100.0,50.0,3,global
MS_16772,360.0,359.9999999999999,50.0,3,global
MS_23731,140.0,140.00000000000003,50.0,3,global
MS_60758,185.0,185.00000000000009,50.0,3,global
MS_69216,2505.0,2504.999999999999,50.0,3,global
MS_55330,550.0,550.0000000000001,50.0,3,global
MS_68787,1500.0,1499.9999999999998,50.0,3,global
MS_6298,5005.0,5005.000000000001,50.0,3,global
MS_35013,90.0,90.00000000000001,50.0,3,global
MS_20260,2880.0,2880.000000000005,50.0,3,global
MS_1048,500.0,500.00000000000034,50.0,3,global
MS_1082,3540.0,3539.9999999999964,50.0,3,global
MS_53357,2685.0,2685.0000000000055,50.0,3,global
MS_51658,495.0,495.00000000000017,50.0,3,global
MS_42643,170.0,170.00000000000003,50.0,3,global
MS_47896,500.0,500.0000000000002,50.0,3,global
MS_10824,435.0,435.0,50.0,3,global
MS_70748,130.0,130.00000000000006,50.0,3,global
MS_58008,10.0,10.0,50.0,3,global
MS_1767,2000000.0,29434.314391127722,50.0,3,global
MS_6801,285.0,285.0,50.0,3,global
MS_56120,1520.0,1520.0000000000011,50.0,3,global
MS_27383,220.0,220.0,50.0,3,global
MS_55888,880.0,879.9999999999992,50.0,3,global
MS_21474,545.0,545.0000000000001,50.0,3,global
MS_49168,555.0,554.9999999999997,50.0,3,global
MS_71824,250.0,250.00000000000006,50.0,3,global
MS_71802,20.0,20.0,50.0,3,global
MS_7754,165.0,164.99999999999997,50.0,3,global
MS_54976,20.0,20.0,50.0,3,global
MS_22465,45.0,44.99999999999999,50.0,3,global
MS_32130,350.0,350.0000000000003,50.0,3,global
MS_22273,100.0,100.00000000000001,50.0,3,global
MS_24279,2680.0,2680.000000000002,50.0,3,global
MS_67047,630.0,630.0000000000003,50.0,3,global
MS_359,185.0,185.00000000000003,50.0,3,global
MS_46156,455.0,455.0,50.0,3,global
MS_41565,150.0,150.00000000000006,50.0,3,global
MS_15196,15.0,15.0,50.0,3,global
MS_30835,100.0,100.0,50.0,3,global
MS_12435,460.0,459.99999999999994,50.0,3,global
MS_26155,2520.0,2520.000000000003,50.0,3,global
MS_41327,50.0,49.99999999999999,50.0,3,global
MS_24612,590.0,590.0000000000006,50.0,3,global
MS_3184,220.0,219.99999999999997,50.0,3,global
